640.00	640.00
640.00	1920.00
640.00	3200.00
640.00	4480.00
640.00	5760.00
1920.00	640.00
1920.00	1920.00
1920.00	3200.00
1920.00	4480.00
1920.00	5760.00
3200.00	640.00
3200.00	1920.00
3200.00	3200.00
3200.00	4480.00
3200.00	5760.00
4480.00	640.00
4480.00	1920.00
4480.00	3200.00
4480.00	4480.00
4480.00	5760.00
5760.00	640.00
5760.00	1920.00
5760.00	3200.00
5760.00	4480.00
5760.00	5760.00
